Score,Education_Score,Experience_Score,Skills_Score
0.7110629850207545,0.0,0.007526881720430107,0.0
0.5688503880166036,0.0,0.0037634408602150535,0.0
0.1602598808879264,0.0,0.002688172043010753,0.0
0.5046020573903628,0.6666666666666667,0.0,0.0
0.4522649341274139,0.0,0.0005376344086021505,0.0
0.32954340371774055,0.6666666666666667,0.0,0.0
0.38982133188955065,0.6666666666666667,0.002150537634408602,0.0
0.2869518137520304,0.0,0.0016129032258064516,0.0
0.05414185165132649,1.0,0.001075268817204301,0.0
0.32015881609817726,1.0,0.0064516129032258064,0.0
0.22649341274138246,0.0,0.0,0.0
0.20032485110990797,0.0,0.0,0.0
0.18029236599891718,0.6666666666666667,0.0,0.0
0.2799133730373579,0.6666666666666667,0.0,0.0
0.28225951994224874,0.6666666666666667,0.0,0.0
0.25699332250496304,1.0,0.0,0.0
0.384407146724418,1.0,0.0,0.0
0.47500451182097103,0.0,0.0,0.0
0.2761234434217651,0.6666666666666667,0.0,0.0
0.5305901461829995,0.0,0.0,0.0
0.5973650965529689,0.6666666666666667,0.0,0.0
0.24363833243096916,0.0,0.002688172043010753,0.0
0.384407146724418,0.6666666666666667,0.002688172043010753,0.0
0.18949648077964268,0.6666666666666667,0.0,0.0
0.30319436924742826,1.0,0.002150537634408602,0.0
0.40786861577332617,0.0,0.001075268817204301,0.0
0.5428622992239669,0.0,0.007526881720430107,0.0
0.16242555495397945,0.0,0.002688172043010753,0.0
0.363833243096914,0.0,0.0,0.0
0.14076881429344887,0.6666666666666667,0.0,0.0
0.2815376285868977,0.6666666666666667,0.0,0.0
0.021656740660530596,0.0,0.0,0.0
0.21945497202671002,0.0,0.0,0.0
0.5573001263309872,0.6666666666666667,0.0,0.0
0.20573903627504064,0.0,0.0016129032258064516,0.0
0.09745533297238768,0.3333333333333333,0.0,0.0
0.17325392528424474,0.0,0.002150537634408602,0.0
0.2598808879263671,0.0,0.0,0.0
0.27305540516152327,1.0,0.002688172043010753,0.0
0.08121277747698973,0.6666666666666667,0.0,0.0
0.5735426818263852,0.0,0.0064516129032258064,0.0
0.1245262587980509,0.6666666666666667,0.0,0.0
0.3360404259158997,1.0,0.0,0.0
0.0,0.6666666666666667,0.0,0.0
0.13048186247969684,0.6666666666666667,0.0037634408602150535,0.0
0.20573903627504064,0.6666666666666667,0.0,0.0
0.42952535643385675,0.6666666666666667,0.0,0.0
0.04872766648619383,0.6666666666666667,0.002150537634408602,0.0
0.3140227395776936,0.6666666666666667,0.0,0.0
0.17325392528424474,0.6666666666666667,0.001075268817204301,0.0
0.10828370330265297,0.0,0.0,0.0
0.0,0.6666666666666667,0.0,0.0
0.21115322144017332,0.0,0.001075268817204301,0.0
0.23280996210070387,0.6666666666666667,0.0,0.0
0.5018949648077965,0.0,0.0,0.0
0.2815376285868977,0.0,0.0,0.0
0.17325392528424474,0.0,0.0,0.0
0.2598808879263671,0.6666666666666667,0.0,0.0
0.11369788846778563,0.0,0.002150537634408602,0.0
0.3026529507309151,0.6666666666666667,0.0,0.0
0.5410575708355893,1.0,0.0,0.0
0.043313481321061185,0.6666666666666667,0.001075268817204301,0.0
